yas,gelir,kredi_skoru,borc_miktari,kredi_onayi
68,7188,617,41672,Hayır
41,18641,706,28133,Hayır
40,17928,495,7732,Hayır
48,12447,836,10567,Hayır
56,8684,843,46312,Hayır
61,6829,668,3828,Hayır
19,14777,708,29889,Hayır
67,4017,624,37795,Hayır
35,18556,693,11725,Hayır
33,15923,619,6371,Hayır
46,10774,687,47765,Hayır
28,19741,740,38382,Hayır
19,8739,498,1184,Hayır
31,9396,589,3763,Hayır
21,6825,404,17046,Hayır
56,14669,448,37782,Hayır
51,4994,434,3712,Hayır
63,8309,420,21863,Hayır
56,15263,806,27772,Hayır
26,14299,460,14290,Hayır
57,18832,469,46629,Hayır
58,2187,676,17892,Hayır
24,13539,384,4160,Hayır
68,18350,809,24637,Hayır
34,16865,733,21019,Hayır
40,6553,465,8704,Hayır
62,5446,380,13618,Hayır
28,11284,380,25286,Hayır
39,13388,352,30203,Hayır
35,19509,848,47853,Hayır
66,13989,638,16951,Hayır
45,7497,593,25780,Hayır
33,13413,711,44820,Hayır
59,6606,396,12431,Hayır
21,5477,683,29497,Hayır
53,9744,818,45132,Hayır
39,17587,562,11406,Hayır
28,10112,358,23272,Hayır
38,17948,704,22120,Hayır
57,11611,796,36276,Hayır
58,6722,452,10483,Hayır
33,17867,843,19603,Hayır
59,14527,374,37999,Hayır
26,6541,621,26932,Hayır
52,14170,377,5398,Hayır
51,3649,354,19964,Hayır
26,18707,382,14958,Hayır
30,16344,814,47348,Hayır
23,19922,514,16978,Hayır
21,18839,569,3256,Evet
63,8920,731,14867,Hayır
45,3361,367,886,Hayır
28,3813,607,12407,Hayır
51,18996,398,24367,Hayır
52,16453,348,44390,Hayır
22,6687,805,118,Evet
56,13396,688,39181,Hayır
28,9652,793,10096,Hayır
29,4539,691,1702,Hayır
60,14802,482,5936,Hayır
36,5335,575,33033,Hayır
30,11684,812,18591,Hayır
21,3075,729,38591,Hayır
31,16020,725,35141,Hayır
61,17749,541,14267,Hayır
19,13418,540,41370,Hayır
25,12616,517,28789,Hayır
39,9573,333,42872,Hayır
68,4615,316,10152,Hayır
30,8698,547,47666,Hayır
38,15338,687,18754,Hayır
38,7676,518,35296,Hayır
45,11517,704,21255,Hayır
50,18416,531,16568,Hayır
46,17849,596,23788,Hayır
54,11822,599,20535,Hayır
39,4843,843,30842,Hayır
43,4397,491,35690,Hayır
28,9009,658,10859,Hayır
28,4738,720,22307,Hayır
62,14991,581,1011,Hayır
51,16597,705,34852,Hayır
36,18876,595,46182,Hayır
65,9295,349,8295,Hayır
54,2269,504,31469,Hayır
31,15902,789,35261,Hayır
46,17589,811,29426,Hayır
36,15459,466,16156,Hayır
54,13899,643,43840,Hayır
38,15968,693,26081,Hayır
41,19945,472,30156,Hayır
43,19127,618,14088,Hayır
58,7791,784,17488,Hayır
29,7702,553,2901,Hayır
65,10504,648,7996,Hayır
36,10095,769,49283,Hayır
64,10328,310,40381,Hayır
66,11387,793,15143,Hayır
47,9760,383,22036,Hayır
32,19563,643,337,Evet
20,3804,394,3096,Hayır
66,13054,624,32553,Hayır
30,17380,547,11730,Hayır
26,18433,493,22576,Hayır
30,16961,365,32796,Hayır
33,15572,833,12879,Hayır
68,10996,764,7208,Hayır
31,15650,736,35245,Hayır
25,10607,484,39776,Hayır
36,9607,588,28117,Hayır
49,15565,549,29636,Hayır
52,13690,680,26115,Hayır
40,18226,816,14352,Hayır
38,10986,568,49717,Hayır
35,10754,767,18415,Hayır
65,10007,775,11756,Hayır
31,14530,677,12910,Hayır
33,12420,676,14271,Hayır
41,7842,584,42977,Hayır
66,7469,324,967,Hayır
69,13495,468,43830,Hayır
49,6701,694,5606,Hayır
28,9560,395,34344,Hayır
62,13518,593,34444,Hayır
28,2085,416,44922,Hayır
21,10237,489,23345,Hayır
43,4083,420,17575,Hayır
63,10201,764,30777,Hayır
22,13507,808,17361,Hayır
53,18372,318,26412,Hayır
50,11242,432,27018,Hayır
31,15714,815,29642,Hayır
49,13914,300,31560,Hayır
24,13923,572,17276,Hayır
27,2571,399,25317,Hayır
19,9235,790,3739,Hayır
27,10208,747,12286,Hayır
52,17936,847,18036,Hayır
38,19924,300,1749,Hayır
57,12833,419,12399,Hayır
59,6048,584,9207,Hayır
25,3078,768,11814,Hayır
63,19769,621,7583,Hayır
35,16824,335,7739,Hayır
26,15330,447,4866,Hayır
58,2130,696,30429,Hayır
47,9452,374,20426,Hayır
21,8791,668,31574,Hayır
52,6740,711,41548,Hayır
31,13327,789,23705,Hayır
31,16874,832,9369,Hayır
65,9481,474,44562,Hayır
54,11533,423,24276,Hayır
37,15137,779,37730,Hayır
46,14759,642,23611,Hayır
40,10985,395,1965,Hayır
64,13998,458,11925,Hayır
38,9437,312,31885,Hayır
48,5544,817,43512,Hayır
49,4856,556,12164,Hayır
58,7880,489,2401,Hayır
24,10845,666,35489,Hayır
30,8191,747,24304,Hayır
40,15999,316,11768,Hayır
25,7413,600,41550,Hayır
29,9656,609,35977,Hayır
53,17968,620,3175,Evet
33,14337,394,41187,Hayır
43,2681,496,45238,Hayır
46,3118,459,5550,Hayır
46,14506,672,7818,Hayır
23,4974,470,20419,Hayır
54,19686,468,25802,Hayır
50,3900,835,39388,Hayır
48,3082,343,5171,Hayır
63,14047,425,46841,Hayır
58,12022,374,39257,Hayır
35,17807,728,3742,Evet
55,13355,625,12184,Hayır
64,9989,808,7841,Hayır
48,7013,414,19530,Hayır
33,11200,536,11290,Hayır
57,15249,441,25420,Hayır
68,3102,329,3657,Hayır
54,18817,431,26085,Hayır
31,17861,817,31244,Hayır
56,12976,338,17573,Hayır
21,17723,445,10357,Hayır
47,13272,606,44609,Hayır
50,18767,402,26560,Hayır
53,19246,802,27129,Hayır
47,15945,486,26143,Hayır
31,14140,444,22091,Hayır
40,11537,524,10087,Hayır
65,13812,337,43891,Hayır
45,18180,508,39712,Hayır
24,7499,388,14868,Hayır
59,2989,848,29302,Hayır
27,8989,444,16870,Hayır
21,16595,390,6148,Hayır
61,6678,330,46733,Hayır
55,14181,591,4661,Hayır
30,9269,547,1058,Evet
38,13481,816,3138,Evet
50,5367,752,7699,Hayır
57,11109,387,30180,Hayır
45,13367,705,19912,Hayır
40,15444,511,43847,Hayır
49,9227,492,21885,Hayır
65,14563,732,36538,Hayır
22,11563,846,33335,Hayır
43,16367,519,40863,Hayır
56,14461,485,6245,Hayır
43,17724,659,17806,Hayır
20,3886,765,22698,Hayır
41,11708,330,5365,Hayır
51,9704,689,40539,Hayır
51,18544,820,26901,Hayır
37,13054,663,45377,Hayır
47,10516,829,14090,Hayır
59,19021,329,14327,Hayır
37,4042,804,11382,Hayır
58,15886,383,27741,Hayır
35,18468,482,28371,Hayır
55,19121,821,47368,Hayır
37,14260,418,21926,Hayır
23,6784,560,1529,Hayır
59,8382,716,10689,Hayır
42,13310,547,15944,Hayır
58,3487,616,7216,Hayır
58,5436,567,12109,Hayır
20,19087,340,14655,Hayır
61,9098,839,5184,Hayır
60,2724,765,39947,Hayır
63,2090,591,44770,Hayır
36,2676,341,15352,Hayır
27,12419,481,4337,Hayır
68,6204,337,33112,Hayır
22,6796,402,46380,Hayır
39,6780,626,19942,Hayır
26,10872,368,27362,Hayır
50,8067,485,32714,Hayır
32,16913,378,3334,Hayır
41,3291,347,25838,Hayır
47,11974,546,43158,Hayır
53,9066,311,13819,Hayır
56,10429,420,22254,Hayır
23,18288,632,26812,Hayır
32,18687,777,576,Evet
55,18087,416,13494,Hayır
56,3253,308,12714,Hayır
69,18026,375,45374,Hayır
39,11118,733,16953,Hayır
20,3998,644,4382,Hayır
46,11634,349,26614,Hayır
46,15207,833,49578,Hayır
48,17504,560,11850,Hayır
62,4401,826,19295,Hayır
19,9296,662,21398,Hayır
52,8852,525,1630,Evet
62,2860,642,41634,Hayır
26,11470,559,17338,Hayır
39,18864,660,22365,Hayır
36,15932,684,2253,Evet
67,16757,306,22070,Hayır
54,3971,480,1691,Hayır
27,7820,394,41977,Hayır
63,17640,590,1876,Hayır
38,12203,320,29292,Hayır
34,4162,487,31634,Hayır
20,18930,375,33645,Hayır
24,13054,560,23409,Hayır
58,4686,686,36390,Hayır
54,10585,821,46434,Hayır
53,16945,477,3394,Hayır
20,12848,486,6532,Hayır
30,6633,700,35492,Hayır
58,15487,739,8857,Hayır
47,18559,343,25307,Hayır
40,8156,445,6683,Hayır
24,6765,552,4300,Hayır
47,6319,839,5873,Hayır
46,5525,331,950,Hayır
25,2483,546,34174,Hayır
27,8337,319,8857,Hayır
50,10503,384,32871,Hayır
37,7405,791,38689,Hayır
46,8710,357,8003,Hayır
46,7336,375,11232,Hayır
38,15728,428,30152,Hayır
18,2517,382,5484,Hayır
68,10455,580,17748,Hayır
51,6936,536,40691,Hayır
61,10407,312,10601,Hayır
49,8469,487,12624,Hayır
62,4599,423,33138,Hayır
31,12000,667,161,Evet
54,6439,553,7468,Hayır
52,16214,789,47596,Hayır
41,3127,518,19244,Hayır
66,12747,833,3558,Hayır
18,18730,412,23269,Hayır
63,8965,530,4647,Hayır
23,16344,416,35657,Hayır
66,8962,514,16547,Hayır
21,10456,699,811,Evet
55,13437,502,6548,Hayır
18,18761,368,31180,Hayır
58,8937,441,42066,Hayır
48,5810,320,7188,Hayır
53,13391,479,27430,Hayır
26,4074,401,30045,Hayır
58,13347,762,4345,Hayır
62,11431,789,29003,Hayır
40,17377,347,41897,Hayır
48,13304,553,17445,Hayır
46,12187,379,17367,Hayır
66,17715,683,33197,Hayır
38,9220,691,42599,Hayır
20,11484,508,1520,Evet
43,6889,411,42924,Hayır
23,11817,341,36446,Hayır
37,14534,453,26421,Hayır
64,10380,629,43736,Hayır
63,9667,403,43173,Hayır
30,5505,396,3217,Hayır
58,5220,778,19510,Hayır
40,16599,392,2990,Hayır
32,17301,325,28923,Hayır
63,19087,674,12932,Hayır
48,17793,777,18714,Hayır
21,11601,396,16126,Hayır
28,2839,305,28566,Hayır
19,12821,830,47492,Hayır
33,2533,578,10694,Hayır
68,14760,681,19712,Hayır
48,18045,324,45643,Hayır
65,14894,648,35748,Hayır
56,16242,672,17516,Hayır
60,12225,315,44186,Hayır
61,3341,557,48314,Hayır
21,3621,392,16071,Hayır
65,5537,524,13302,Hayır
45,2672,481,11215,Hayır
33,18746,308,33300,Hayır
56,5079,301,25228,Hayır
42,3383,432,12648,Hayır
30,4287,413,15777,Hayır
22,14793,575,49552,Hayır
47,2628,432,8152,Hayır
18,3649,316,8011,Hayır
22,9477,816,4568,Hayır
31,4844,349,7191,Hayır
28,12332,523,40433,Hayır
51,5260,836,5461,Hayır
46,5315,805,4780,Hayır
35,10008,714,39772,Hayır
32,5783,806,12842,Hayır
63,14088,802,45730,Hayır
42,18976,602,12647,Hayır
47,3998,359,27036,Hayır
62,5056,710,41303,Hayır
19,12159,696,42051,Hayır
68,13935,590,46476,Hayır
57,15165,697,31829,Hayır
44,10819,535,40189,Hayır
66,18526,591,28398,Hayır
32,14044,722,38941,Hayır
49,8847,427,45748,Hayır
37,15458,813,43236,Hayır
31,16903,394,25181,Hayır
44,5641,338,15976,Hayır
20,4056,679,22765,Hayır
66,14419,452,42726,Hayır
20,12124,333,16154,Hayır
30,17463,506,10101,Hayır
42,16582,483,27458,Hayır
35,9998,533,42137,Hayır
18,13324,833,34108,Hayır
56,18985,666,4906,Hayır
22,16233,332,30284,Hayır
19,3068,362,348,Hayır
47,6365,750,36759,Hayır
34,11708,553,19668,Hayır
46,14851,394,4826,Hayır
59,10140,311,4461,Hayır
21,11345,427,24330,Hayır
26,11775,433,10751,Hayır
38,9088,655,14877,Hayır
60,17170,716,20213,Hayır
29,4127,490,73,Hayır
29,12376,465,22230,Hayır
67,16950,837,35581,Hayır
21,2001,827,7527,Hayır
45,6170,532,32738,Hayır
26,7079,323,28014,Hayır
57,13247,708,40951,Hayır
68,18310,791,12143,Hayır
49,8395,578,48741,Hayır
30,15114,737,548,Evet
51,8613,843,7833,Hayır
36,9470,462,28340,Hayır
31,11121,513,3053,Hayır
22,12622,697,22171,Hayır
44,19279,324,33276,Hayır
45,5104,737,3191,Hayır
43,3382,761,42138,Hayır
27,17550,691,21709,Hayır
41,6113,778,49477,Hayır
34,13669,656,37603,Hayır
69,2216,554,16944,Hayır
33,19764,695,20550,Hayır
34,16340,395,34859,Hayır
18,3311,704,10620,Hayır
38,11904,534,30306,Hayır
64,17944,629,12985,Hayır
66,19951,663,34600,Hayır
60,5692,340,28680,Hayır
39,13055,725,43499,Hayır
22,8963,612,39630,Hayır
53,15268,504,34371,Hayır
38,3131,650,1911,Hayır
26,17211,739,45919,Hayır
44,5209,439,1464,Hayır
65,17964,450,26952,Hayır
29,11697,516,42749,Hayır
35,10917,701,845,Evet
52,2068,535,36957,Hayır
32,4826,695,36416,Hayır
67,2436,357,3376,Hayır
61,19191,783,28358,Hayır
47,18938,815,22043,Hayır
62,15254,842,11211,Hayır
50,10107,577,45368,Hayır
53,16662,665,32554,Hayır
57,19007,547,24228,Hayır
68,17730,722,39377,Hayır
47,15743,485,4723,Hayır
43,8990,547,29591,Hayır
38,9741,600,33716,Hayır
54,5516,376,32013,Hayır
60,6908,349,25829,Hayır
48,13465,555,45304,Hayır
34,4909,453,14985,Hayır
34,12286,815,18451,Hayır
51,13518,304,48230,Hayır
41,5906,455,32163,Hayır
50,10476,679,7930,Hayır
21,17550,320,11294,Hayır
26,19005,437,355,Hayır
19,14035,482,39886,Hayır
52,2430,628,36057,Hayır
55,5922,588,24865,Hayır
62,15841,380,45865,Hayır
32,16707,774,2675,Evet
60,3381,537,37269,Hayır
59,19955,505,39366,Hayır
20,2331,688,22340,Hayır
48,5671,380,6201,Hayır
69,15185,559,29480,Hayır
58,17737,660,27442,Hayır
59,16905,336,5356,Hayır
40,3396,415,41140,Hayır
29,9379,681,43476,Hayır
25,19763,668,5840,Evet
38,9539,546,18525,Hayır
38,2726,781,41331,Hayır
49,8562,338,16474,Hayır
34,11505,718,7362,Hayır
54,4516,650,13944,Hayır
41,19788,537,8239,Hayır
25,5941,486,36723,Hayır
35,15630,343,36351,Hayır
28,16525,516,17464,Hayır
27,19245,418,47844,Hayır
43,9278,677,23128,Hayır
64,14051,485,27921,Hayır
23,3203,733,25166,Hayır
68,10787,781,14436,Hayır
34,17318,574,19198,Hayır
40,8227,422,20832,Hayır
59,2813,402,44016,Hayır
54,14675,438,32939,Hayır
45,12372,723,26423,Hayır
33,14945,339,35119,Hayır
29,9996,335,20496,Hayır
38,19848,642,3175,Evet
41,11534,482,7237,Hayır
45,9256,529,15347,Hayır
54,8910,668,34830,Hayır
38,4402,809,8296,Hayır
50,16825,433,17583,Hayır
19,13514,628,20164,Hayır
54,5604,575,41062,Hayır
36,12902,738,38603,Hayır
45,18708,799,12842,Hayır
32,15984,838,38576,Hayır
18,5040,300,35815,Hayır
60,4286,364,34400,Hayır
45,19442,517,619,Evet
67,19961,482,44869,Hayır
52,2638,703,34128,Hayır
49,7849,458,3135,Hayır
45,2356,383,29077,Hayır
26,9253,586,13500,Hayır
41,17050,564,39807,Hayır
21,8617,660,35362,Hayır
62,2296,559,8116,Hayır
58,15382,761,16068,Hayır
20,16931,755,27541,Hayır
65,18364,533,8550,Hayır
39,14461,480,49221,Hayır
57,17274,777,44872,Hayır
56,7786,669,1584,Hayır
66,4202,377,15212,Hayır
42,18390,509,5212,Hayır
65,17842,456,48522,Hayır
39,16721,425,13092,Hayır
67,16577,541,42288,Hayır
65,5747,623,8057,Hayır
64,11990,591,11151,Hayır
51,11025,554,18884,Hayır
37,13214,356,17628,Hayır
53,15165,600,40959,Hayır
54,2557,786,7453,Hayır
56,16564,769,25929,Hayır
44,13245,549,9374,Hayır
64,12797,449,47378,Hayır
66,15092,699,22868,Hayır
49,17691,755,49094,Hayır
59,18538,764,15961,Hayır
69,7912,464,22533,Hayır
46,14268,838,34365,Hayır
58,16844,462,14045,Hayır
65,9179,462,38740,Hayır
49,2187,377,1042,Hayır
41,16283,662,9756,Hayır
20,12879,724,29743,Hayır
44,15942,449,41001,Hayır
26,9797,774,43470,Hayır
57,13892,575,44411,Hayır
40,15192,811,48198,Hayır
24,8274,333,36545,Hayır
34,16713,382,37624,Hayır
54,5017,670,5498,Hayır
24,14681,799,11128,Hayır
47,19571,819,43966,Hayır
30,19371,800,29501,Hayır
35,13448,769,45295,Hayır
48,12498,353,44158,Hayır
39,17251,555,48521,Hayır
31,17761,391,868,Hayır
35,8576,572,8117,Hayır
52,11545,339,5448,Hayır
34,12687,533,12285,Hayır
36,10981,604,48,Evet
48,4708,787,39115,Hayır
56,14623,673,8027,Hayır
53,10681,381,26116,Hayır
32,14706,648,36548,Hayır
46,5834,314,9851,Hayır
57,2007,768,48566,Hayır
33,4930,611,23687,Hayır
50,12398,414,24821,Hayır
42,10964,700,30649,Hayır
33,19202,599,15351,Hayır
47,17715,493,36917,Hayır
51,19390,657,14290,Hayır
19,18927,729,32939,Hayır
57,12183,354,39642,Hayır
61,17493,797,19206,Hayır
60,6091,688,43767,Hayır
55,2778,724,36101,Hayır
68,17864,641,30775,Hayır
35,14023,642,14482,Hayır
22,3898,805,39288,Hayır
64,19109,804,16165,Hayır
57,13421,568,41796,Hayır
23,16449,387,19791,Hayır
29,15757,662,16265,Hayır
68,10733,775,3122,Hayır
29,9199,367,29702,Hayır
29,3432,450,38429,Hayır
26,17212,616,44605,Hayır
59,3547,316,23204,Hayır
39,6360,841,23181,Hayır
66,11596,683,21423,Hayır
67,4980,647,43367,Hayır
33,18656,451,17680,Hayır
21,8642,795,16775,Hayır
67,7102,809,6540,Hayır
20,2368,776,43719,Hayır
33,10568,735,32644,Hayır
31,3083,417,48126,Hayır
58,19155,609,10233,Hayır
55,4007,536,7242,Hayır
21,5970,555,17341,Hayır
19,7256,508,7331,Hayır
27,8922,652,38818,Hayır
28,10159,812,21425,Hayır
56,11715,430,47108,Hayır
43,19662,438,44812,Hayır
54,12044,403,16361,Hayır
43,8631,716,37367,Hayır
21,19121,340,6488,Hayır
43,12708,527,29576,Hayır
55,5780,730,44311,Hayır
45,9096,407,37733,Hayır
19,16073,754,25371,Hayır
19,15576,656,11717,Hayır
33,9402,420,38485,Hayır
40,8269,625,3345,Hayır
40,18185,385,29364,Hayır
30,2549,721,3272,Hayır
38,5219,304,39995,Hayır
56,3530,317,49860,Hayır
42,14846,711,2976,Evet
54,4126,655,19890,Hayır
66,8118,778,1106,Hayır
30,6574,418,6958,Hayır
32,14219,708,25652,Hayır
45,12517,845,45380,Hayır
20,4839,544,6021,Hayır
40,7192,545,9692,Hayır
21,14348,492,42280,Hayır
64,5075,406,15004,Hayır
67,4791,395,40690,Hayır
20,18441,609,11444,Hayır
56,18095,453,3105,Hayır
25,8298,406,149,Hayır
60,15853,714,14459,Hayır
42,8253,449,32219,Hayır
58,10550,347,13349,Hayır
69,2763,377,44418,Hayır
29,15629,751,10676,Hayır
22,2528,323,27055,Hayır
50,4446,678,19865,Hayır
63,4276,417,16665,Hayır
42,4971,580,20164,Hayır
42,17520,346,28150,Hayır
52,4102,828,19099,Hayır
32,3743,655,15763,Hayır
59,8897,408,9139,Hayır
43,9489,745,46500,Hayır
27,2439,473,33704,Hayır
41,6185,815,42889,Hayır
52,18551,369,5215,Hayır
46,9030,328,26445,Hayır
55,17743,603,22236,Hayır
22,17882,782,20062,Hayır
41,11779,360,43508,Hayır
36,15019,608,8027,Hayır
63,17037,501,24767,Hayır
66,11511,443,39493,Hayır
61,5377,580,25418,Hayır
26,14351,762,32793,Hayır
43,8802,747,21520,Hayır
42,9953,761,26520,Hayır
52,9776,369,18750,Hayır
67,11308,399,40588,Hayır
53,3457,622,49165,Hayır
31,7940,792,2175,Evet
23,17932,582,34382,Hayır
49,18177,828,9747,Hayır
43,4101,799,44080,Hayır
32,14585,427,45226,Hayır
66,15575,718,3144,Hayır
48,9917,624,6361,Hayır
54,18140,393,32083,Hayır
55,4758,765,42188,Hayır
54,18741,767,40198,Hayır
36,8571,838,25406,Hayır
31,8442,471,28642,Hayır
53,14535,380,18200,Hayır
54,5839,362,3713,Hayır
28,14177,739,15073,Hayır
44,14195,435,42843,Hayır
19,2899,503,39356,Hayır
39,18716,654,34070,Hayır
19,19190,730,8173,Hayır
37,4141,441,48246,Hayır
61,2018,762,29452,Hayır
65,4855,707,7477,Hayır
34,14639,745,41766,Hayır
21,3227,496,48115,Hayır
31,16411,495,4327,Hayır
24,6819,685,41979,Hayır
32,17732,617,35850,Hayır
47,14829,822,42987,Hayır
33,8655,639,5697,Hayır
57,10796,832,477,Evet
19,5240,842,35956,Hayır
36,16933,458,6941,Hayır
18,4156,301,37952,Hayır
48,14592,566,30792,Hayır
21,10348,835,23219,Hayır
44,15598,617,21342,Hayır
42,9458,650,15417,Hayır
39,3735,813,43868,Hayır
60,17268,517,40461,Hayır
27,16265,482,2253,Hayır
67,14120,738,37311,Hayır
50,10150,341,31240,Hayır
66,3114,671,17536,Hayır
65,9785,794,1575,Hayır
61,9771,376,22461,Hayır
47,8689,777,4569,Hayır
47,14857,677,43845,Hayır
33,14998,662,40922,Hayır
26,13523,639,22996,Hayır
34,10369,327,19129,Hayır
52,8676,502,44708,Hayır
67,9739,591,48942,Hayır
64,15994,433,37665,Hayır
32,6478,327,39954,Hayır
65,19091,568,32240,Hayır
45,8950,426,47075,Hayır
37,14436,386,30650,Hayır
50,2017,346,4609,Hayır
50,5689,694,15762,Hayır
53,7151,512,32207,Hayır
30,2121,707,1382,Hayır
21,4486,630,40858,Hayır
40,11610,344,41735,Hayır
25,12854,597,31602,Hayır
30,2734,767,45154,Hayır
41,8269,358,16096,Hayır
57,13644,584,44150,Hayır
63,9827,553,45651,Hayır
47,15337,367,11843,Hayır
47,8849,797,35952,Hayır
42,9526,678,7154,Hayır
50,9005,423,35045,Hayır
26,18821,459,18167,Hayır
43,2174,650,33188,Hayır
41,11698,563,8813,Hayır
50,16838,682,15428,Hayır
56,14441,702,38837,Hayır
42,10611,490,13,Hayır
69,17636,821,47659,Hayır
62,6025,333,18637,Hayır
32,9232,547,40800,Hayır
58,16266,648,18002,Hayır
65,8473,734,21765,Hayır
66,11816,583,48270,Hayır
58,12656,317,40104,Hayır
23,6299,395,11633,Hayır
37,18934,719,38083,Hayır
61,14235,432,19021,Hayır
33,18010,302,43247,Hayır
38,4095,689,4388,Hayır
32,3842,652,18133,Hayır
56,8535,615,6200,Hayır
59,15552,507,44104,Hayır
21,7327,621,3008,Hayır
41,10675,802,36569,Hayır
20,4943,493,17181,Hayır
67,15009,607,19392,Hayır
18,12580,551,45793,Hayır
47,11283,432,46354,Hayır
30,15382,367,32535,Hayır
35,19505,675,25287,Hayır
57,13108,621,31369,Hayır
28,17133,634,23348,Hayır
59,18985,688,4485,Hayır
46,5146,551,20799,Hayır
21,19436,742,25870,Hayır
42,2522,697,25881,Hayır
53,8216,788,9056,Hayır
53,4265,374,29773,Hayır
61,6213,766,8340,Hayır
57,19594,757,2363,Evet
45,16407,807,36066,Hayır
62,10404,683,11628,Hayır
25,6167,644,24350,Hayır
38,4870,698,5729,Hayır
52,3285,785,6154,Hayır
61,11492,460,40276,Hayır
35,16196,464,34824,Hayır
64,4479,730,37766,Hayır
42,15398,753,15140,Hayır
63,2209,473,4995,Hayır
58,11084,351,46717,Hayır
22,19626,411,205,Hayır
64,16585,627,11826,Hayır
25,19787,419,3890,Hayır
40,8034,374,2681,Hayır
20,6088,328,28437,Hayır
61,9435,557,34054,Hayır
54,11307,835,44166,Hayır
48,11912,716,7471,Hayır
46,10612,459,10502,Hayır
58,17097,716,22147,Hayır
37,6175,489,23447,Hayır
20,9486,728,26418,Hayır
40,16979,581,37705,Hayır
57,14725,309,47250,Hayır
38,10425,342,49340,Hayır
30,12245,751,46703,Hayır
25,2801,780,5084,Hayır
22,14355,553,40835,Hayır
42,16222,835,18479,Hayır
56,2524,320,36325,Hayır
54,12192,605,28017,Hayır
58,12957,391,15576,Hayır
22,10420,479,46111,Hayır
25,10129,486,13355,Hayır
61,3490,727,10723,Hayır
21,19106,497,12841,Hayır
58,7012,397,21035,Hayır
39,6267,573,42926,Hayır
31,8939,382,17158,Hayır
36,8072,756,26174,Hayır
30,9808,440,23585,Hayır
52,11186,339,29530,Hayır
21,9687,368,3224,Hayır
50,3996,464,14562,Hayır
39,17223,599,25568,Hayır
18,4833,343,15683,Hayır
28,11250,374,38055,Hayır
33,6476,615,35977,Hayır
21,9979,373,7011,Hayır
46,5681,686,12873,Hayır
56,16215,316,389,Hayır
61,10830,670,44144,Hayır
55,4043,478,29046,Hayır
41,9597,560,15204,Hayır
69,15010,802,7018,Hayır
26,5626,334,32244,Hayır
25,2239,381,14550,Hayır
31,15613,518,33310,Hayır
32,8183,376,45977,Hayır
39,4871,743,20650,Hayır
54,4202,705,17688,Hayır
32,3171,701,20100,Hayır
23,2717,665,27368,Hayır
18,6920,664,9580,Hayır
37,6203,457,23393,Hayır
58,9851,810,22495,Hayır
53,2038,672,1766,Hayır
19,11769,312,43,Hayır
23,4781,504,22086,Hayır
19,2047,495,38592,Hayır
20,19319,805,19133,Hayır
24,19167,762,38571,Hayır
37,13183,838,25415,Hayır
66,10081,779,11261,Hayır
58,18269,805,35888,Hayır
58,16047,818,22941,Hayır
68,13390,458,42634,Hayır
22,11001,543,44387,Hayır
42,9220,672,35598,Hayır
55,19366,401,11900,Hayır
35,17906,307,13165,Hayır
18,19343,329,8443,Hayır
42,17656,676,35120,Hayır
34,11918,744,47950,Hayır
63,9000,848,25265,Hayır
32,13011,344,16525,Hayır
22,2643,331,31023,Hayır
34,18112,745,39394,Hayır
38,18643,301,24525,Hayır
40,19539,603,43194,Hayır
60,4102,588,20605,Hayır
27,13972,335,28561,Hayır
34,14797,497,15934,Hayır
18,14133,496,23020,Hayır
54,5359,475,16152,Hayır
65,19787,585,32639,Hayır
24,5385,711,26125,Hayır
29,18840,724,15480,Hayır
57,17265,357,43837,Hayır
67,11406,340,804,Hayır
18,12456,822,37099,Hayır
37,2244,561,29923,Hayır
61,13295,447,7421,Hayır
48,6356,712,20895,Hayır
21,6252,628,6766,Hayır
43,7385,531,13361,Hayır
29,6407,626,33722,Hayır
39,16375,640,19591,Hayır
18,13449,509,28931,Hayır
18,19347,681,43451,Hayır
20,2603,826,22284,Hayır
29,2732,813,32536,Hayır
38,7836,396,44220,Hayır
30,8769,413,26857,Hayır
30,17953,758,26649,Hayır
58,7530,608,28921,Hayır
35,14286,482,34610,Hayır
50,7506,471,13455,Hayır
23,19852,324,1918,Hayır
42,17119,624,43890,Hayır
40,3915,672,45867,Hayır
41,5396,664,21406,Hayır
54,10831,584,34786,Hayır
43,10464,479,13348,Hayır
21,13964,585,25524,Hayır
55,8474,311,8700,Hayır
52,16635,522,49686,Hayır
66,8883,776,33066,Hayır
28,19192,774,7878,Hayır
53,8637,752,42042,Hayır
42,17106,325,18897,Hayır
37,14378,838,46050,Hayır
18,3132,826,21737,Hayır
47,2504,762,33535,Hayır
21,10370,781,28815,Hayır
40,18592,666,22949,Hayır
52,17336,798,16385,Hayır
59,18265,423,4838,Hayır
39,18427,635,5654,Hayır
48,17831,372,17844,Hayır
18,15916,407,15361,Hayır
21,12375,414,20829,Hayır
36,14173,727,21816,Hayır
47,7660,830,38742,Hayır
18,14166,371,25701,Hayır
65,9896,343,17535,Hayır
36,4589,600,41773,Hayır
69,9415,833,40544,Hayır
38,5017,444,23601,Hayır
39,11198,485,1883,Hayır
67,12798,663,5717,Hayır
19,7565,680,10134,Hayır
23,7263,668,7131,Hayır
38,6124,340,49274,Hayır
50,10206,752,48287,Hayır
36,12459,809,39981,Hayır
44,14594,610,34454,Hayır
54,3705,448,24798,Hayır
46,4734,587,40715,Hayır
45,14095,763,38507,Hayır
51,13892,308,1239,Hayır
